From	To	Species	Gene Name
171170	ENSMUSG00000036109	Mus musculus	muscleblind-like 3 (Drosophila)(Mbnl3)
67856	ENSMUSG00000039063	Mus musculus	enoyl Coenzyme A hydratase domain containing 3(Echdc3)
67859	ENSMUSG00000036731	Mus musculus	cysteine rich tail 1(Cysrt1)
13039	ENSMUSG00000021477	Mus musculus	cathepsin L(Ctsl)
29867	ENSMUSG00000029544	Mus musculus	calcium binding protein 1(Cabp1)
29861	ENSMUSG00000030584	Mus musculus	D4, zinc and double PHD fingers family 1(Dpf1)
13030	ENSMUSG00000021939	Mus musculus	cathepsin B(Ctsb)
29862	ENSMUSG00000041377	Mus musculus	ninjurin 2(Ninj2)
29863	ENSMUSG00000019990	Mus musculus	phosphodiesterase 7B(Pde7b)
319236	ENSMUSG00000057143	Mus musculus	tripartite motif-containing 12C(Trim12c)
320700	ENSMUSG00000090622	Mus musculus	RIKEN cDNA A930033H14 gene(A930033H14Rik)
29864	ENSMUSG00000028557	Mus musculus	ring finger protein 11(Rnf11)
320701	ENSMUSG00000046500	Mus musculus	family with sequence similarity 19, member A4(Fam19a4)
171167	ENSMUSG00000046152	Mus musculus	fucosyltransferase 10(Fut10)
13034	ENSMUSG00000004552	Mus musculus	cathepsin E(Ctse)
171166	ENSMUSG00000036853	Mus musculus	mucolipin 3(Mcoln3)
319239	ENSMUSG00000043659	Mus musculus	neuropeptide S receptor 1(Npsr1)
13033	ENSMUSG00000007891	Mus musculus	cathepsin D(Ctsd)
13032	ENSMUSG00000030560	Mus musculus	cathepsin C(Ctsc)
320706	ENSMUSG00000055485	Mus musculus	suppressor of glucose, autophagy associated 1(Soga1)
320707	ENSMUSG00000031376	Mus musculus	ATPase, Ca++ transporting, plasma membrane 3(Atp2b3)
140904	ENSMUSG00000060371	Mus musculus	calneuron 1(Caln1)
171168	ENSMUSG00000045019	Mus musculus	alkaline ceramidase 1(Acer1)
320709	ENSMUSG00000063296	Mus musculus	transmembrane protein 117(Tmem117)
320705	ENSMUSG00000042182	Mus musculus	BEN domain containing 6(Bend6)
229600	ENSMUSG00000038543	Mus musculus	cDNA sequence BC028528(BC028528)
67869	ENSMUSG00000037058	Mus musculus	polyadenylate-binding protein-interacting protein 2(Paip2)
66338	ENSMUSG00000042200	Mus musculus	CMT1A duplicated region transcript 4(Cdrt4)
67867	ENSMUSG00000030556	Mus musculus	leucine rich repeat containing 28(Lrrc28)
67868	ENSMUSG00000023433	Mus musculus	chymotrypsin-like elastase family, member 3B(Cela3b)
73590	ENSMUSG00000101574	Mus musculus	RIKEN cDNA 1700112H15 gene(1700112H15Rik)
67861	ENSMUSG00000061758	Mus musculus	aldo-keto reductase family 1, member B10 (aldose reductase)(Akr1b10)
227526	ENSMUSG00000039496	Mus musculus	cerebral dopamine neurotrophic factor(Cdnf)
67862	ENSMUSG00000020441	Mus musculus	RIKEN cDNA 2310033P09 gene(2310033P09Rik)
66330	ENSMUSG00000035085	Mus musculus	RIKEN cDNA 1700020L24 gene(1700020L24Rik)
66333	ENSMUSG00000042797	Mus musculus	aquaporin 11(Aqp11)
67860	ENSMUSG00000074457	Mus musculus	S100 calcium binding protein A16(S100a16)
227525	ENSMUSG00000026648	Mus musculus	DNA cross-link repair 1C(Dclre1c)
67865	ENSMUSG00000030844	Mus musculus	regulator of G-protein signalling 10(Rgs10)
66335	ENSMUSG00000022295	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C1(Atp6v1c1)
67866	ENSMUSG00000023336	Mus musculus	WAP four-disulfide core domain 1(Wfdc1)
67863	ENSMUSG00000014606	Mus musculus	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11(Slc25a11)
66337	ENSMUSG00000051736	Mus musculus	family with sequence similarity 229, member B(Fam229b)
73598	ENSMUSG00000044320	Mus musculus	RIKEN cDNA 1700001O22 gene(1700001O22Rik)
67864	ENSMUSG00000024072	Mus musculus	Yip1 domain family, member 4(Yipf4)
66336	ENSMUSG00000021391	Mus musculus	centromere protein P(Cenpp)
140919	ENSMUSG00000030500	Mus musculus	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6(Slc17a6)
13081	ENSMUSG00000038567	Mus musculus	cytochrome P450, family 24, subfamily a, polypeptide 1(Cyp24a1)
229672	ENSMUSG00000044165	Mus musculus	BCLl2-like 15(Bcl2l15)
140918	ENSMUSG00000039710	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 12(Slc7a12)
229675	ENSMUSG00000044098	Mus musculus	rosbin, round spermatid basic protein 1(Rsbn1)
140917	ENSMUSG00000027845	Mus musculus	DNA cross-link repair 1B(Dclre1b)
320752	ENSMUSG00000085576	Mus musculus	dpy-19-like 2 (C. elegans)(Dpy19l2)
13086	ENSMUSG00000074254	Mus musculus	cytochrome P450, family 2, subfamily a, polypeptide 4(Cyp2a4)
319229	ENSMUSG00000026387	Mus musculus	secretin receptor(Sctr)
13087	ENSMUSG00000005547	Mus musculus	cytochrome P450, family 2, subfamily a, polypeptide 5(Cyp2a5)
13082	ENSMUSG00000024987	Mus musculus	cytochrome P450, family 26, subfamily a, polypeptide 1(Cyp26a1)
319224	ENSMUSG00000105960	Mus musculus	RIKEN cDNA 6330410L21 gene(6330410L21Rik)
13085	ENSMUSG00000060407	Mus musculus	cytochrome P450, family 2, subfamily a, polypeptide 12(Cyp2a12)
67878	ENSMUSG00000037720	Mus musculus	transmembrane protein 33(Tmem33)
66349	ENSMUSG00000057229	Mus musculus	ATP5S-like(Atp5sl)
73582	ENSMUSG00000071037	Mus musculus	calmodulin-lysine N-methyltransferase(Camkmt)
67870	ENSMUSG00000029326	Mus musculus	enolase-phosphatase 1(Enoph1)
67871	ENSMUSG00000026887	Mus musculus	mitochondrial ribosome recycling factor(Mrrf)
66343	ENSMUSG00000036975	Mus musculus	transmembrane protein 177(Tmem177)
67872	ENSMUSG00000040331	Mus musculus	NSE4 homolog A, SMC5-SMC6 complex component(Nsmce4a)
67873	ENSMUSG00000004996	Mus musculus	methylthioribose-1-phosphate isomerase 1(Mri1)
67874	ENSMUSG00000075334	Mus musculus	reprimo, TP53 dependent G2 arrest mediator candidate(Rprm)
67876	ENSMUSG00000025981	Mus musculus	coenzyme Q10B(Coq10b)
66346	ENSMUSG00000061633	Mus musculus	RIKEN cDNA 1700029P11 gene(1700029P11Rik)
229658	ENSMUSG00000027860	Mus musculus	vang-like 1 (van gogh, Drosophila)(Vangl1)
67877	ENSMUSG00000002728	Mus musculus	N(alpha)-acetyltransferase 20, NatB catalytic subunit(Naa20)
320769	ENSMUSG00000050114	Mus musculus	peroxiredoxin 6B(Prdx6b)
319211	ENSMUSG00000041923	Mus musculus	nucleolar protein 4(Nol4)
319210	ENSMUSG00000097538	Mus musculus	vomeronasal 2, receptor, pseudogene 11(Vmn2r-ps11)
13090	ENSMUSG00000066704	Mus musculus	cytochrome P450, family 2, subfamily b, polypeptide 19(Cyp2b19)
269941	ENSMUSG00000032640	Mus musculus	chondroitin sulfate synthase 1(Chsy1)
229665	ENSMUSG00000070385	Mus musculus	adenosine monophosphate deaminase 1(Ampd1)
66340	ENSMUSG00000036835	Mus musculus	presenilin enhancer gamma secretase subunit(Psenen)
229663	ENSMUSG00000068823	Mus musculus	cold shock domain containing E1, RNA binding(Csde1)
227522	ENSMUSG00000049950	Mus musculus	ribonuclease P/MRP 38 subunit(Rpp38)
319217	ENSMUSG00000062200	Mus musculus	vomeronasal 2, receptor 7(Vmn2r7)
13097	ENSMUSG00000032808	Mus musculus	cytochrome P450, family 2, subfamily c, polypeptide 38(Cyp2c38)
13096	ENSMUSG00000042248	Mus musculus	cytochrome P450, family 2. subfamily c, polypeptide 37(Cyp2c37)
213819	ENSMUSG00000015189	Mus musculus	CAS1 domain containing 1(Casd1)
67889	ENSMUSG00000026889	Mus musculus	RNA binding motif protein 18(Rbm18)
67887	ENSMUSG00000031532	Mus musculus	store-operated calcium entry-associated regulatory factor(Saraf)
66357	ENSMUSG00000041084	Mus musculus	oligosaccharyltransferase complex subunit (non-catalytic)(Ostc)
67888	ENSMUSG00000069763	Mus musculus	transmembrane protein 100(Tmem100)
66356	ENSMUSG00000030980	Mus musculus	lysine rich nucleolar protein 1(Knop1)
67885	ENSMUSG00000051319	Mus musculus	RIKEN cDNA 1500011K16 gene(1500011K16Rik)
66359	ENSMUSG00000026500	Mus musculus	COX20 Cox2 chaperone(Cox20)
67886	ENSMUSG00000041570	Mus musculus	calmodulin regulated spectrin-associated protein family, member 2(Camsap2)
66358	ENSMUSG00000020910	Mus musculus	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent(Adprm)
67883	ENSMUSG00000057363	Mus musculus	UDP-glucuronate decarboxylase 1(Uxs1)
66353	ENSMUSG00000028139	Mus musculus	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1(Riiad1)
67884	ENSMUSG00000020284	Mus musculus	RIKEN cDNA 1810043G02 gene(1810043G02Rik)
66352	ENSMUSG00000026577	Mus musculus	basic leucine zipper nuclear factor 1(Blzf1)
67881	ENSMUSG00000002329	Mus musculus	magnesium-dependent phosphatase 1(Mdp1)
66355	ENSMUSG00000000253	Mus musculus	guanosine monophosphate reductase(Gmpr)
66354	ENSMUSG00000021039	Mus musculus	SNW domain containing 1(Snw1)
67880	ENSMUSG00000039450	Mus musculus	dicarbonyl L-xylulose reductase(Dcxr)
66350	ENSMUSG00000027999	Mus musculus	phospholipase A2, group XIIA(Pla2g12a)
319200	ENSMUSG00000047678	Mus musculus	G protein-coupled receptor 82(Gpr82)
320736	ENSMUSG00000050666	Mus musculus	V-set and transmembrane domain containing 4(Vstm4)
13063	ENSMUSG00000063694	Mus musculus	cytochrome c, somatic(Cycs)
319207	ENSMUSG00000055313	Mus musculus	piggyBac transposable element derived 1(Pgbd1)
13067	ENSMUSG00000056436	Mus musculus	cytochrome c, testis(Cyct)
13079	ENSMUSG00000024365	Mus musculus	cytochrome P450, family 21, subfamily a, polypeptide 1(Cyp21a1)
213827	ENSMUSG00000032096	Mus musculus	archain 1(Arcn1)
67896	ENSMUSG00000022665	Mus musculus	coiled-coil domain containing 80(Ccdc80)
67897	ENSMUSG00000009535	Mus musculus	RNA (guanine-7-) methyltransferase(Rnmt)
66369	ENSMUSG00000031901	Mus musculus	dihydrouridine synthase 2(Dus2)
67898	ENSMUSG00000028779	Mus musculus	penta-EF hand domain containing 1(Pef1)
66368	ENSMUSG00000000339	Mus musculus	RNA 3'-terminal phosphate cyclase(Rtca)
67899	ENSMUSG00000039163	Mus musculus	COX assembly mitochondrial protein 1(Cmc1)
66367	ENSMUSG00000049643	Mus musculus	RIKEN cDNA 2310022A10 gene(2310022A10Rik)
67892	ENSMUSG00000051671	Mus musculus	cytochrome c oxidase assembly factor 6(Coa6)
66366	ENSMUSG00000005881	Mus musculus	ERGIC and golgi 3(Ergic3)
235036	ENSMUSG00000004100	Mus musculus	peter pan homolog (Drosophila)(Ppan)
67893	ENSMUSG00000010307	Mus musculus	transmembrane protein 86A(Tmem86a)
66365	ENSMUSG00000030613	Mus musculus	coiled-coil domain containing 90B(Ccdc90b)
387285	ENSMUSG00000032360	Mus musculus	hypocretin (orexin) receptor 2(Hcrtr2)
67894	ENSMUSG00000024993	Mus musculus	family with sequence similarity 45, member A(Fam45a)
67895	ENSMUSG00000020089	Mus musculus	pyrophosphatase (inorganic) 1(Ppa1)
66361	ENSMUSG00000039795	Mus musculus	zinc finger, AN1-type domain 1(Zfand1)
235028	ENSMUSG00000059475	Mus musculus	zinc finger protein 426(Zfp426)
66362	ENSMUSG00000028322	Mus musculus	exosome component 3(Exosc3)
67891	ENSMUSG00000032399	Mus musculus	ribosomal protein L4(Rpl4)
67890	ENSMUSG00000027746	Mus musculus	ubiquitin-fold modifier 1(Ufm1)
228598	ENSMUSG00000053552	Mus musculus	early B cell factor 4(Ebf4)
320747	ENSMUSG00000044505	Mus musculus	leucine rich repeat and Ig domain containing 4(Lingo4)
13070	ENSMUSG00000032323	Mus musculus	cytochrome P450, family 11, subfamily a, polypeptide 1(Cyp11a1)
229644	ENSMUSG00000033233	Mus musculus	tripartite motif-containing 45(Trim45)
13074	ENSMUSG00000003555	Mus musculus	cytochrome P450, family 17, subfamily a, polypeptide 1(Cyp17a1)
13077	ENSMUSG00000032310	Mus musculus	cytochrome P450, family 1, subfamily a, polypeptide 2(Cyp1a2)
13078	ENSMUSG00000024087	Mus musculus	cytochrome P450, family 1, subfamily b, polypeptide 1(Cyp1b1)
228592	ENSMUSG00000043727	Mus musculus	RIKEN cDNA F830045P16 gene(F830045P16Rik)
13075	ENSMUSG00000032274	Mus musculus	cytochrome P450, family 19, subfamily a, polypeptide 1(Cyp19a1)
13076	ENSMUSG00000032315	Mus musculus	cytochrome P450, family 1, subfamily a, polypeptide 1(Cyp1a1)
252864	ENSMUSG00000042662	Mus musculus	dual specificity phosphatase-like 15(Dusp15)
171224	ENSMUSG00000061150	Mus musculus	vomeronasal 1 receptor 229(Vmn1r229)
252866	ENSMUSG00000079058	Mus musculus	a disintegrin and metallopeptidase domain 34(Adam34)
227446	ENSMUSG00000026319	Mus musculus	RIKEN cDNA 2310035C23 gene(2310035C23Rik)
171226	ENSMUSG00000060245	Mus musculus	vomeronasal 1 receptor 228(Vmn1r228)
171225	ENSMUSG00000042848	Mus musculus	vomeronasal 1 receptor 226(Vmn1r226)
252868	ENSMUSG00000032921	Mus musculus	outer dense fiber of sperm tails 4(Odf4)
171228	ENSMUSG00000043537	Mus musculus	vomeronasal 1 receptor 225(Vmn1r225)
171227	ENSMUSG00000062165	Mus musculus	vomeronasal 1 receptor 232(Vmn1r232)
72416	ENSMUSG00000024120	Mus musculus	leucine-rich PPR-motif containing(Lrpprc)
269994	ENSMUSG00000046182	Mus musculus	GSG1-like(Gsg1l)
72415	ENSMUSG00000023940	Mus musculus	shugoshin-like 1 (S. pombe)(Sgol1)
71365	ENSMUSG00000038240	Mus musculus	prenyl (solanesyl) diphosphate synthase, subunit 2(Pdss2)
72413	ENSMUSG00000037610	Mus musculus	potassium large conductance calcium-activated channel, subfamily M, beta member 2(Kcnmb2)
104884	ENSMUSG00000021177	Mus musculus	tyrosyl-DNA phosphodiesterase 1(Tdp1)
71367	ENSMUSG00000047161	Mus musculus	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9(Chst9)
71361	ENSMUSG00000020085	Mus musculus	apoptosis-inducing factor, mitochondrion-associated 2(Aifm2)
71363	ENSMUSG00000056706	Mus musculus	keratin associated protein 7-1(Krtap7-1)
252870	ENSMUSG00000022710	Mus musculus	ubiquitin specific peptidase 7(Usp7)
320799	ENSMUSG00000035877	Mus musculus	zinc fingers and homeoboxes 3(Zhx3)
171233	ENSMUSG00000050102	Mus musculus	vomeronasal 1 receptor 235(Vmn1r235)
102747	ENSMUSG00000047766	Mus musculus	leucine rich repeat containing 49(Lrrc49)
171232	ENSMUSG00000057203	Mus musculus	vomeronasal 1 receptor 234(Vmn1r234)
252875	ENSMUSG00000042447	Mus musculus	missing oocyte, meiosis regulator, homolog (Drosophila)(Mios)
171231	ENSMUSG00000045417	Mus musculus	vomeronasal 1 receptor 230(Vmn1r230)
320795	ENSMUSG00000057672	Mus musculus	protein kinase N1(Pkn1)
171230	ENSMUSG00000050933	Mus musculus	vomeronasal 1 receptor 231(Vmn1r231)
171237	ENSMUSG00000051687	Mus musculus	vomeronasal 1 receptor 73(Vmn1r73)
104886	ENSMUSG00000021062	Mus musculus	RAB15, member RAS oncogene family(Rab15)
171236	ENSMUSG00000045575	Mus musculus	vomeronasal 1 receptor 233(Vmn1r233)
104885	ENSMUSG00000054013	Mus musculus	transmembrane protein 179(Tmem179)
99151	ENSMUSG00000039787	Mus musculus	cerebral endothelial cell adhesion molecule(Cercam)
171235	ENSMUSG00000054142	Mus musculus	vomeronasal 1 receptor 236(Vmn1r236)
252876	ENSMUSG00000026333	Mus musculus	gypsy retrotransposon integrase 1(Gin1)
99152	ENSMUSG00000026965	Mus musculus	anaphase promoting complex subunit 2(Anapc2)
171234	ENSMUSG00000058030	Mus musculus	vomeronasal 1 receptor 237(Vmn1r237)
171239	ENSMUSG00000045713	Mus musculus	vomeronasal 1 receptor 76(Vmn1r76)
171238	ENSMUSG00000057161	Mus musculus	vomeronasal 1 receptor 80(Vmn1r80)
72425	ENSMUSG00000027132	Mus musculus	katanin p80 subunit B like 1(Katnbl1)
72421	ENSMUSG00000075273	Mus musculus	tetratricopeptide repeat domain 30B(Ttc30b)
227449	ENSMUSG00000038866	Mus musculus	zinc finger, CCHC domain containing 2(Zcchc2)
71375	ENSMUSG00000033713	Mus musculus	forkhead box N3(Foxn3)
71373	ENSMUSG00000073565	Mus musculus	proline rich 16(Prr16)
207607	ENSMUSG00000039963	Mus musculus	coiled-coil domain containing 40(Ccdc40)
71371	ENSMUSG00000019947	Mus musculus	AT rich interactive domain 5B (MRF1-like)(Arid5b)
320782	ENSMUSG00000056498	Mus musculus	transmembrane protein 154(Tmem154)
279499	ENSMUSG00000051648	Mus musculus	potassium channel tetramerisation domain containing 19(Kctd19)
171207	ENSMUSG00000031389	Mus musculus	Rho GTPase activating protein 4(Arhgap4)
72429	ENSMUSG00000070972	Mus musculus	DnaJ heat shock protein family (Hsp40) member C25(Dnajc25)
171201	ENSMUSG00000058588	Mus musculus	vomeronasal 1 receptor 21(Vmn1r21)
71388	ENSMUSG00000020703	Mus musculus	RIKEN cDNA 5530401A14 gene(5530401A14Rik)
72434	ENSMUSG00000057454	Mus musculus	Ly6/Plaur domain containing 3(Lypd3)
72432	ENSMUSG00000055561	Mus musculus	serine peptidase inhibitor, Kazal type 5(Spink5)
71389	ENSMUSG00000057133	Mus musculus	chromodomain helicase DNA binding protein 6(Chd6)
72433	ENSMUSG00000030559	Mus musculus	RAB38, member RAS oncogene family(Rab38)
171209	ENSMUSG00000038276	Mus musculus	acid-sensing (proton-gated) ion channel 3(Asic3)
266781	ENSMUSG00000029146	Mus musculus	sorting nexin 17(Snx17)
72431	ENSMUSG00000030472	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 18(Ceacam18)
320790	ENSMUSG00000041235	Mus musculus	chromodomain helicase DNA binding protein 7(Chd7)
171211	ENSMUSG00000095105	Mus musculus	EDAR (ectodysplasin-A receptor)-associated death domain(Edaradd)
171210	ENSMUSG00000021226	Mus musculus	acyl-CoA thioesterase 2(Acot2)
320772	ENSMUSG00000034912	Mus musculus	MAM domain containing glycosylphosphatidylinositol anchor 2(Mdga2)
269959	ENSMUSG00000070469	Mus musculus	ADAMTS-like 3(Adamtsl3)
320775	ENSMUSG00000051844	Mus musculus	RIKEN cDNA B230319C09 gene(B230319C09Rik)
269954	ENSMUSG00000045467	Mus musculus	tubulin tyrosine ligase-like family, member 13(Ttll13)
269952	ENSMUSG00000050973	Mus musculus	GDP-D-glucose phosphorylase 1(Gdpgp1)
269951	ENSMUSG00000030541	Mus musculus	isocitrate dehydrogenase 2 (NADP+), mitochondrial(Idh2)
171212	ENSMUSG00000020520	Mus musculus	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10(Galnt10)
269955	ENSMUSG00000038930	Mus musculus	RCC1 domain containing 1(Rccd1)
64898	ENSMUSG00000024052	Mus musculus	lipin 2(Lpin2)
64899	ENSMUSG00000027412	Mus musculus	lipin 3(Lpin3)
71398	ENSMUSG00000025058	Mus musculus	RIKEN cDNA 5430427O19 gene(5430427O19Rik)
72446	ENSMUSG00000032841	Mus musculus	proline rich 5 like(Prr5l)
89867	ENSMUSG00000026589	Mus musculus	SEC16 homolog B (S. cerevisiae)(Sec16b)
214987	ENSMUSG00000046691	Mus musculus	CTF8, chromosome transmission fidelity factor 8(Chtf8)
99138	ENSMUSG00000027367	Mus musculus	START domain containing 7(Stard7)
71393	ENSMUSG00000021752	Mus musculus	potassium channel tetramerisation domain containing 6(Kctd6)
71392	ENSMUSG00000094113	Mus musculus	RIKEN cDNA 5430401F13 gene(5430401F13Rik)
72440	ENSMUSG00000048668	Mus musculus	RAD9-HUS1-RAD1 interacting nuclear orphan 1(Rhno1)
71395	ENSMUSG00000006204	Mus musculus	RIKEN cDNA 5430419D17 gene(5430419D17Rik)
171267	ENSMUSG00000066803	Mus musculus	vomeronasal 1 receptor 84(Vmn1r84)
171268	ENSMUSG00000058132	Mus musculus	vomeronasal 1 receptor 82(Vmn1r82)
227485	ENSMUSG00000047216	Mus musculus	cadherin 19, type 2(Cdh19)
100515	ENSMUSG00000046572	Mus musculus	zinc finger protein 518B(Zfp518b)
229700	ENSMUSG00000048109	Mus musculus	RNA binding motif protein 15(Rbm15)
171260	ENSMUSG00000095629	Mus musculus	vomeronasal 1 receptor 89(Vmn1r89)
102774	ENSMUSG00000025235	Mus musculus	Bardet-Biedl syndrome 4 (human)(Bbs4)
171261	ENSMUSG00000070815	Mus musculus	vomeronasal 1 receptor 87(Vmn1r87)
171262	ENSMUSG00000045340	Mus musculus	vomeronasal 1 receptor 70(Vmn1r70)
171264	ENSMUSG00000043066	Mus musculus	vomeronasal 1 receptor 66(Vmn1r66)
171265	ENSMUSG00000091924	Mus musculus	vomeronasal 1 receptor 185(Vmn1r185)
70397	ENSMUSG00000025940	Mus musculus	transmembrane protein 70(Tmem70)
70394	ENSMUSG00000006021	Mus musculus	kaptin(Kptn)
70396	ENSMUSG00000026095	Mus musculus	asparagine synthetase domain containing 1(Asnsd1)
70392	ENSMUSG00000031204	Mus musculus	ankyrin repeat and SOCS box-containing 12(Asb12)
66296	ENSMUSG00000027285	Mus musculus	HAUS augmin-like complex, subunit 2(Haus2)
66293	ENSMUSG00000020812	Mus musculus	RIKEN cDNA 1810032O08 gene(1810032O08Rik)
66294	ENSMUSG00000031399	Mus musculus	family with sequence similarity 3, member A(Fam3a)
66291	ENSMUSG00000028295	Mus musculus	small integral membrane protein 8(Smim8)
66292	ENSMUSG00000054312	Mus musculus	mitochondrial ribosomal protein S21(Mrps21)
66290	ENSMUSG00000039105	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit G1(Atp6v1g1)
266744	ENSMUSG00000050217	Mus musculus	lengsin, lens protein with glutamine synthetase domain(Lgsn)
223332	ENSMUSG00000048424	Mus musculus	RAN binding protein 3-like(Ranbp3l)
102791	ENSMUSG00000039461	Mus musculus	T cell leukemia translocation altered gene(Tcta)
229709	ENSMUSG00000027893	Mus musculus	S-adenosylhomocysteine hydrolase-like 1(Ahcyl1)
229706	ENSMUSG00000027894	Mus musculus	solute carrier family 6 (neurotransmitter transporter), member 17(Slc6a17)
66297	ENSMUSG00000060424	Mus musculus	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1(Pantr1)
229707	ENSMUSG00000014601	Mus musculus	striatin interacting protein 1(Strip1)
171241	ENSMUSG00000043308	Mus musculus	vomeronasal 1 receptor 75(Vmn1r75)
100532	ENSMUSG00000047881	Mus musculus	RELT-like 1(Rell1)
171242	ENSMUSG00000061602	Mus musculus	vomeronasal 1 receptor 78(Vmn1r78)
171243	ENSMUSG00000066804	Mus musculus	vomeronasal 1 receptor 83(Vmn1r83)
171244	ENSMUSG00000094078	Mus musculus	vomeronasal 1 receptor 81(Vmn1r81)
67809	ENSMUSG00000070730	Mus musculus	regulator of microtubule dynamics 3(Rmdn3)
100535	ENSMUSG00000032623	Mus musculus	2'-5' oligoadenylate synthetase 1D(Oas1d)
171240	ENSMUSG00000047655	Mus musculus	vomeronasal 1 receptor 74(Vmn1r74)
207615	ENSMUSG00000021147	Mus musculus	WD repeat domain 37(Wdr37)
67815	ENSMUSG00000003585	Mus musculus	SEC14-like lipid binding 2(Sec14l2)
67812	ENSMUSG00000026353	Mus musculus	UBX domain protein 4(Ubxn4)
67819	ENSMUSG00000022365	Mus musculus	Der1-like domain family, member 1(Derl1)
207618	ENSMUSG00000092094	Mus musculus	zinc finger protein 804B(Zfp804b)
99167	ENSMUSG00000036825	Mus musculus	synovial sarcoma, X breakpoint 2 interacting protein(Ssx2ip)
67811	ENSMUSG00000001100	Mus musculus	polymerase (DNA-directed), delta interacting protein 2(Poldip2)
269999	ENSMUSG00000043964	Mus musculus	ORAI calcium release-activated calcium modulator 3(Orai3)
171257	ENSMUSG00000069296	Mus musculus	vomeronasal 1 receptor 195(Vmn1r195)
171254	ENSMUSG00000095125	Mus musculus	vomeronasal 1 receptor 198(Vmn1r198)
171250	ENSMUSG00000101578	Mus musculus	vomeronasal 1 receptor 206(Vmn1r206)
67801	ENSMUSG00000031775	Mus musculus	plasma membrane proteolipid(Pllp)
67803	ENSMUSG00000040699	Mus musculus	LIM domain containing 2(Limd2)
67804	ENSMUSG00000034484	Mus musculus	sorting nexin 2(Snx2)
67808	ENSMUSG00000029030	Mus musculus	transformation related protein 63 regulated like(Tprgl)
72400	ENSMUSG00000021958	Mus musculus	PIN2/TERF1 interacting, telomerase inhibitor 1(Pinx1)
72401	ENSMUSG00000027075	Mus musculus	solute carrier family 43, member 1(Slc43a1)
72404	ENSMUSG00000036769	Mus musculus	WD repeat domain 44(Wdr44)
279028	ENSMUSG00000014852	Mus musculus	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13(Adamts13)
279029	ENSMUSG00000049897	Mus musculus	serine/threonine kinase-like domain containing 1(Stkld1)
67800	ENSMUSG00000030747	Mus musculus	diacylglycerol O-acyltransferase 2(Dgat2)
214931	ENSMUSG00000025738	Mus musculus	F-box and leucine-rich repeat protein 16(Fbxl16)
228602	ENSMUSG00000027309	Mus musculus	RIKEN cDNA 4930402H24 gene(4930402H24Rik)
70351	ENSMUSG00000061950	Mus musculus	protein phosphatase 4, regulatory subunit 1(Ppp4r1)
214932	ENSMUSG00000058979	Mus musculus	cat eye syndrome chromosome region, candidate 5(Cecr5)
228607	ENSMUSG00000037523	Mus musculus	mitochondrial antiviral signaling protein(Mavs)
228608	ENSMUSG00000027333	Mus musculus	spermine oxidase(Smox)
70359	ENSMUSG00000007610	Mus musculus	GTP binding protein 3(Gtpbp3)
72495	ENSMUSG00000085236	Mus musculus	RIKEN cDNA 2610206C17 gene(2610206C17Rik)
70357	ENSMUSG00000053519	Mus musculus	Kv channel-interacting protein 1(Kcnip1)
70358	ENSMUSG00000015652	Mus musculus	six transmembrane epithelial antigen of the prostate 1(Steap1)
70355	ENSMUSG00000051043	Mus musculus	G protein-coupled receptor, family C, group 5, member C(Gprc5c)
70356	ENSMUSG00000022403	Mus musculus	suppression of tumorigenicity 13(St13)
108958	ENSMUSG00000026858	Mus musculus	mitoguardin 2(Miga2)
70354	ENSMUSG00000035093	Mus musculus	SECIS binding protein 2-like(Secisbp2l)
101602	ENSMUSG00000045165	Mus musculus	expressed sequence AI467606(AI467606)
207686	ENSMUSG00000040473	Mus musculus	cilia and flagella associated protein 69(Cfap69)
108960	ENSMUSG00000060477	Mus musculus	interleukin-1 receptor-associated kinase 2(Irak2)
108961	ENSMUSG00000046179	Mus musculus	E2F transcription factor 8(E2f8)
207683	ENSMUSG00000022790	Mus musculus	immunoglobulin superfamily, member 11(Igsf11)
258921	ENSMUSG00000068809	Mus musculus	olfactory receptor 1188(Olfr1188)
258920	ENSMUSG00000075126	Mus musculus	olfactory receptor 1180(Olfr1180)
70361	ENSMUSG00000041891	Mus musculus	lectin, mannose-binding, 1(Lman1)
70363	ENSMUSG00000036800	Mus musculus	family with sequence similarity 135, member B(Fam135b)
214922	ENSMUSG00000072572	Mus musculus	solute carrier family 39 (zinc transporter), member 2(Slc39a2)
70369	ENSMUSG00000049792	Mus musculus	BCL2-associated athanogene 5(Bag5)
101612	ENSMUSG00000053801	Mus musculus	glutamate-rich WD repeat containing 1(Grwd1)
101613	ENSMUSG00000038745	Mus musculus	NLR family, pyrin domain containing 6(Nlrp6)
